Student_1,2026-01-31,11-01-55,Present
Student_1,2026-01-31,11-08-19,Present
Student_1,2026-01-31,11-09-13,Present
Student_1,2026-02-01,01-14-16,Present
Student_1,2026-02-01,01-18-49,Present
Student_1,2026-02-01,01-19-14,Present
Student_1,2026-02-01,01-54-13,Present
Student_1,2026-02-01,02-14-33,Present
Student_1,2026-02-01,02-16-25,Present
Student_1,2026-02-01,02-17-16,Present
Student_1,2026-02-01,02-17-38,Present
Student_1,2026-02-01,02-17-51,Present
